Fe T nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 290 1.169466141E+00 1.240545485E+0 -7.107934400E-02 1.169466141E+00 1.240545485E+0 -7.107934400E-02
1.000000000E+01 295 1.176584684E+00 1.235965057E+0 -5.938037300E-02 1.176584684E+00 1.235965057E+0 -5.938037300E-02
1.000000000E+01 300 1.174032229E+00 1.231681963E+0 -5.764973400E-02 1.174032229E+00 1.231681963E+0 -5.764973400E-02
1.000000000E+01 305 1.180418445E+00 1.227672180E+0 -4.725373500E-02 1.180418445E+00 1.227672180E+0 -4.725373500E-02
1.000000000E+01 310 1.181841063E+00 1.223914101E+0 -4.207303800E-02 1.181841063E+00 1.223914101E+0 -4.207303800E-02
1.000000000E+01 315 1.182380575E+00 1.220388244E+0 -3.800766900E-02 1.182380575E+00 1.220388244E+0 -3.800766900E-02
1.000000000E+01 320 1.186529101E+00 1.217077011E+0 -3.054791000E-02 1.186529101E+00 1.217077011E+0 -3.054791000E-02
1.000000000E+01 325 1.188879694E+00 1.213964470E+0 -2.508477600E-02 1.188879694E+00 1.213964470E+0 -2.508477600E-02
1.000000000E+01 330 1.179407327E+00 1.211036169E+0 -3.162884200E-02 1.179407327E+00 1.211036169E+0 -3.162884200E-02
1.000000000E+01 335 1.164171149E+00 1.208278970E+0 -4.410782100E-02 1.164171149E+00 1.208278970E+0 -4.410782100E-02
1.000000000E+01 340 1.151821370E+00 1.205680914E+0 -5.385954400E-02 1.151821370E+00 1.205680914E+0 -5.385954400E-02
1.016672606E+01 290 1.169471699E+00 1.133498883E+0 3.597281600E-02 1.169471699E+00 1.133498883E+0 3.597281600E-02
1.016672606E+01 295 1.176592487E+00 1.130783181E+0 4.580930600E-02 1.176592487E+00 1.130783181E+0 4.580930600E-02
1.016672606E+01 300 1.174042260E+00 1.128245595E+0 4.579666500E-02 1.174042260E+00 1.128245595E+0 4.579666500E-02
1.016672606E+01 305 1.180432682E+00 1.125871423E+0 5.456125900E-02 1.180432682E+00 1.125871423E+0 5.456125900E-02
1.016672606E+01 310 1.181891019E+00 1.123647475E+0 5.824354400E-02 1.181891019E+00 1.123647475E+0 5.824354400E-02
1.016672606E+01 315 1.182447037E+00 1.121561887E+0 6.088515000E-02 1.182447037E+00 1.121561887E+0 6.088515000E-02
1.016672606E+01 320 1.186563856E+00 1.119603963E+0 6.695989300E-02 1.186563856E+00 1.119603963E+0 6.695989300E-02
1.016672606E+01 325 1.188928878E+00 1.117764041E+0 7.116483700E-02 1.188928878E+00 1.117764041E+0 7.116483700E-02
1.016672606E+01 330 1.179465908E+00 1.116033372E+0 6.343253600E-02 1.179465908E+00 1.116033372E+0 6.343253600E-02
1.016672606E+01 335 1.164376116E+00 1.114404019E+0 4.997209700E-02 1.164376116E+00 1.114404019E+0 4.997209700E-02
1.016672606E+01 340 1.151869896E+00 1.112868771E+0 3.900112500E-02 1.151869896E+00 1.112868771E+0 3.900112500E-02
1.033324570E+01 290 1.169479649E+00 1.073711284E+0 9.576836500E-02 1.169479649E+00 1.073711284E+0 9.576836500E-02
1.033324570E+01 295 1.176603812E+00 1.072125779E+0 1.044780330E-01 1.176603812E+00 1.072125779E+0 1.044780330E-01
1.033324570E+01 300 1.174056972E+00 1.070645148E+0 1.034118240E-01 1.174056972E+00 1.070645148E+0 1.034118240E-01
1.033324570E+01 305 1.180453380E+00 1.069260594E+0 1.111927860E-01 1.180453380E+00 1.069260594E+0 1.111927860E-01
1.033324570E+01 310 1.181964252E+00 1.067964236E+0 1.140000160E-01 1.181964252E+00 1.067964236E+0 1.140000160E-01
1.033324570E+01 315 1.182544456E+00 1.066748998E+0 1.157954580E-01 1.182544456E+00 1.066748998E+0 1.157954580E-01
1.033324570E+01 320 1.186614473E+00 1.065608511E+0 1.210059620E-01 1.186614473E+00 1.065608511E+0 1.210059620E-01
1.033324570E+01 325 1.189000010E+00 1.064537032E+0 1.244629780E-01 1.189000010E+00 1.064537032E+0 1.244629780E-01
1.033324570E+01 330 1.179551865E+00 1.063529367E+0 1.160224980E-01 1.179551865E+00 1.063529367E+0 1.160224980E-01
1.033324570E+01 335 1.164674341E+00 1.062580813E+0 1.020935280E-01 1.164674341E+00 1.062580813E+0 1.020935280E-01
1.033324570E+01 340 1.151940581E+00 1.061687099E+0 9.025348200E-02 1.151940581E+00 1.061687099E+0 9.025348200E-02
1.049996187E+01 290 1.169491112E+00 1.040494386E+0 1.289967260E-01 1.169491112E+00 1.040494386E+0 1.289967260E-01
1.049996187E+01 295 1.176620175E+00 1.039579588E+0 1.370405870E-01 1.176620175E+00 1.039579588E+0 1.370405870E-01
1.049996187E+01 300 1.174078311E+00 1.038725763E+0 1.353525480E-01 1.174078311E+00 1.038725763E+0 1.353525480E-01
1.049996187E+01 305 1.180483360E+00 1.037927727E+0 1.425556330E-01 1.180483360E+00 1.037927727E+0 1.425556330E-01
1.049996187E+01 310 1.182071660E+00 1.037180841E+0 1.448908190E-01 1.182071660E+00 1.037180841E+0 1.448908190E-01
1.049996187E+01 315 1.182687122E+00 1.036480949E+0 1.462061730E-01 1.182687122E+00 1.036480949E+0 1.462061730E-01
1.049996187E+01 320 1.186688121E+00 1.035824313E+0 1.508638080E-01 1.186688121E+00 1.035824313E+0 1.508638080E-01
1.049996187E+01 325 1.189104879E+00 1.035207566E+0 1.538973130E-01 1.189104879E+00 1.035207566E+0 1.538973130E-01
1.049996187E+01 330 1.179676416E+00 1.034627668E+0 1.450487480E-01 1.179676416E+00 1.034627668E+0 1.450487480E-01
1.049996187E+01 335 1.165105948E+00 1.034081870E+0 1.310240780E-01 1.165105948E+00 1.034081870E+0 1.310240780E-01
1.049996187E+01 340 1.152042829E+00 1.033567678E+0 1.184751510E-01 1.152042829E+00 1.033567678E+0 1.184751510E-01
1.066670514E+01 290 1.169507748E+00 1.022166254E+0 1.473414940E-01 1.169507748E+00 1.022166254E+0 1.473414940E-01
1.066670514E+01 295 1.176644050E+00 1.021642906E+0 1.550011440E-01 1.176644050E+00 1.021642906E+0 1.550011440E-01
1.066670514E+01 300 1.174109258E+00 1.021154694E+0 1.529545640E-01 1.174109258E+00 1.021154694E+0 1.529545640E-01
1.066670514E+01 305 1.180526998E+00 1.020698595E+0 1.598284030E-01 1.180526998E+00 1.020698595E+0 1.598284030E-01
1.066670514E+01 310 1.182228769E+00 1.020271909E+0 1.619568600E-01 1.182228769E+00 1.020271909E+0 1.619568600E-01
1.066670514E+01 315 1.182895856E+00 1.019872216E+0 1.630236400E-01 1.182895856E+00 1.019872216E+0 1.630236400E-01
1.066670514E+01 320 1.186794511E+00 1.019497346E+0 1.672971650E-01 1.186794511E+00 1.019497346E+0 1.672971650E-01
1.066670514E+01 325 1.189255320E+00 1.019145345E+0 1.701099750E-01 1.189255320E+00 1.019145345E+0 1.701099750E-01
1.066670514E+01 330 1.179856041E+00 1.018814450E+0 1.610415910E-01 1.179856041E+00 1.018814450E+0 1.610415910E-01
1.066670514E+01 335 1.165726692E+00 1.018503069E+0 1.472236230E-01 1.165726692E+00 1.018503069E+0 1.472236230E-01
1.066670514E+01 340 1.152191205E+00 1.018209760E+0 1.339814450E-01 1.152191205E+00 1.018209760E+0 1.339814450E-01
1.083333839E+01 290 1.169531677E+00 1.012102110E+0 1.574295670E-01 1.169531677E+00 1.012102110E+0 1.574295670E-01
1.083333839E+01 295 1.176678426E+00 1.011804617E+0 1.648738090E-01 1.176678426E+00 1.011804617E+0 1.648738090E-01
1.083333839E+01 300 1.174153938E+00 1.011527240E+0 1.626266980E-01 1.174153938E+00 1.011527240E+0 1.626266980E-01
1.083333839E+01 305 1.180589939E+00 1.011268230E+0 1.693217090E-01 1.180589939E+00 1.011268230E+0 1.693217090E-01
1.083333839E+01 310 1.182458514E+00 1.011026025E+0 1.714324890E-01 1.182458514E+00 1.011026025E+0 1.714324890E-01
1.083333839E+01 315 1.183200817E+00 1.010799229E+0 1.724015880E-01 1.183200817E+00 1.010799229E+0 1.724015880E-01
1.083333839E+01 320 1.186948430E+00 1.010586589E+0 1.763618410E-01 1.186948430E+00 1.010586589E+0 1.763618410E-01
1.083333839E+01 325 1.189471863E+00 1.010386981E+0 1.790848820E-01 1.189471863E+00 1.010386981E+0 1.790848820E-01
1.083333839E+01 330 1.180114798E+00 1.010199388E+0 1.699154100E-01 1.180114798E+00 1.010199388E+0 1.699154100E-01
1.083333839E+01 335 1.166613150E+00 1.010022896E+0 1.565902540E-01 1.166613150E+00 1.010022896E+0 1.565902540E-01
1.083333839E+01 340 1.152404219E+00 1.009856676E+0 1.425475430E-01 1.152404219E+00 1.009856676E+0 1.425475430E-01
1.100000000E+01 290 1.169566057E+00 1.006588997E+0 1.629770600E-01 1.169566057E+00 1.006588997E+0 1.629770600E-01
1.100000000E+01 295 1.176727776E+00 1.006420875E+0 1.703069010E-01 1.176727776E+00 1.006420875E+0 1.703069010E-01
1.100000000E+01 300 1.174218061E+00 1.006264202E+0 1.679538590E-01 1.174218061E+00 1.006264202E+0 1.679538590E-01
1.100000000E+01 305 1.180680192E+00 1.006117973E+0 1.745622190E-01 1.180680192E+00 1.006117973E+0 1.745622190E-01
1.100000000E+01 310 1.182793887E+00 1.005981291E+0 1.768125960E-01 1.182793887E+00 1.005981291E+0 1.768125960E-01
1.100000000E+01 315 1.183645402E+00 1.005853355E+0 1.777920470E-01 1.183645402E+00 1.005853355E+0 1.777920470E-01
1.100000000E+01 320 1.187167866E+00 1.005733447E+0 1.814344190E-01 1.187167866E+00 1.005733447E+0 1.814344190E-01
1.100000000E+01 325 1.189780229E+00 1.005620924E+0 1.841593050E-01 1.189780229E+00 1.005620924E+0 1.841593050E-01
1.100000000E+01 330 1.180481614E+00 1.005515203E+0 1.749664110E-01 1.180481614E+00 1.005515203E+0 1.749664110E-01
1.100000000E+01 335 1.167859621E+00 1.005415762E+0 1.624438590E-01 1.167859621E+00 1.005415762E+0 1.624438590E-01
1.100000000E+01 340 1.152707610E+00 1.005322128E+0 1.473854820E-01 1.152707610E+00 1.005322128E+0 1.473854820E-01
1.116672606E+01 290 1.169614948E+00 1.003577661E+0 1.660372870E-01 1.169614948E+00 1.003577661E+0 1.660372870E-01
1.116672606E+01 295 1.176797910E+00 1.003483151E+0 1.733147590E-01 1.176797910E+00 1.003483151E+0 1.733147590E-01
1.116672606E+01 300 1.174309100E+00 1.003395123E+0 1.709139770E-01 1.174309100E+00 1.003395123E+0 1.709139770E-01
1.116672606E+01 305 1.180808120E+00 1.003313003E+0 1.774951170E-01 1.180808120E+00 1.003313003E+0 1.774951170E-01
1.116672606E+01 310 1.183282268E+00 1.003236279E+0 1.800459890E-01 1.183282268E+00 1.003236279E+0 1.800459890E-01
1.116672606E+01 315 1.184291538E+00 1.003164494E+0 1.811270440E-01 1.184291538E+00 1.003164494E+0 1.811270440E-01
1.116672606E+01 320 1.187477761E+00 1.003097238E+0 1.843805230E-01 1.187477761E+00 1.003097238E+0 1.843805230E-01
1.116672606E+01 325 1.190214190E+00 1.003034145E+0 1.871800450E-01 1.190214190E+00 1.003034145E+0 1.871800450E-01
1.116672606E+01 330 1.180997484E+00 1.002974885E+0 1.780225990E-01 1.180997484E+00 1.002974885E+0 1.780225990E-01
