B T nFsrh nFBsrh dnsrh nF nFB dn
1.500000000E+01 290 1.145376734E+00 1.138148961E+0 7.227773000E-03 1.145376734E+00 1.138148961E+0 7.227773000E-03
1.500000000E+01 295 1.137651868E+00 1.135079058E+0 2.572810000E-03 1.137651868E+00 1.135079058E+0 2.572810000E-03
1.500000000E+01 300 1.118225443E+00 1.124318274E+0 -6.092831000E-03 1.118225443E+00 1.124318274E+0 -6.092831000E-03
1.500000000E+01 305 1.101335901E+00 1.101614503E+0 -2.786020000E-04 1.101335901E+00 1.101614503E+0 -2.786020000E-04
1.500000000E+01 310 1.074840380E+00 1.069571269E+0 5.269111000E-03 1.074840380E+00 1.069571269E+0 5.269111000E-03
1.500000000E+01 315 1.041446585E+00 1.039676956E+0 1.769629000E-03 1.041446585E+00 1.039676956E+0 1.769629000E-03
1.500000000E+01 320 1.008175815E+00 1.019940451E+0 -1.176463600E-02 1.008175815E+00 1.019940451E+0 -1.176463600E-02
1.500000000E+01 325 1.007232045E+00 1.009439674E+0 -2.207629000E-03 1.007232045E+00 1.009439674E+0 -2.207629000E-03
1.500000000E+01 330 1.008064179E+00 1.004396268E+0 3.667911000E-03 1.008064179E+00 1.004396268E+0 3.667911000E-03
1.500000000E+01 335 1.010104172E+00 1.002058121E+0 8.046051000E-03 1.010104172E+00 1.002058121E+0 8.046051000E-03
1.500000000E+01 340 1.017142405E+00 1.000977554E+0 1.616485100E-02 1.017142405E+00 1.000977554E+0 1.616485100E-02
1.524993176E+01 290 1.153875665E+00 1.147693278E+0 6.182387000E-03 1.153875665E+00 1.147693278E+0 6.182387000E-03
1.524993176E+01 295 1.149644828E+00 1.149324442E+0 3.203860000E-04 1.149644828E+00 1.149324442E+0 3.203860000E-04
1.524993176E+01 300 1.152426357E+00 1.148944369E+0 3.481988000E-03 1.152426357E+00 1.148944369E+0 3.481988000E-03
1.524993176E+01 305 1.142297683E+00 1.143954987E+0 -1.657304000E-03 1.142297683E+00 1.143954987E+0 -1.657304000E-03
1.524993176E+01 310 1.121336717E+00 1.130134649E+0 -8.797932000E-03 1.121336717E+00 1.130134649E+0 -8.797932000E-03
1.524993176E+01 315 1.106157093E+00 1.104381689E+0 1.775404000E-03 1.106157093E+00 1.104381689E+0 1.775404000E-03
1.524993176E+01 320 1.087397182E+00 1.071082498E+0 1.631468400E-02 1.087397182E+00 1.071082498E+0 1.631468400E-02
1.524993176E+01 325 1.032531004E+00 1.041295764E+0 -8.764760000E-03 1.032531004E+00 1.041295764E+0 -8.764760000E-03
1.524993176E+01 330 1.009644626E+00 1.021540650E+0 -1.189602400E-02 1.009644626E+00 1.021540650E+0 -1.189602400E-02
1.524993176E+01 335 1.006320264E+00 1.010667673E+0 -4.347409000E-03 1.006320264E+00 1.010667673E+0 -4.347409000E-03
