B T nFsrh nFBsrh dnsrh nF nFB dn
1.500000000E+01 290 1.144246025E+00 1.137391251E+0 6.854774000E-03 1.144246025E+00 1.137391251E+0 6.854774000E-03
1.500000000E+01 295 1.135289575E+00 1.133767080E+0 1.522495000E-03 1.135289575E+00 1.133767080E+0 1.522495000E-03
1.500000000E+01 300 1.117769420E+00 1.121836684E+0 -4.067264000E-03 1.117769420E+00 1.121836684E+0 -4.067264000E-03
1.500000000E+01 305 1.096245934E+00 1.097573745E+0 -1.327811000E-03 1.096245934E+00 1.097573745E+0 -1.327811000E-03
1.500000000E+01 310 1.072668248E+00 1.064899750E+0 7.768498000E-03 1.072668248E+00 1.064899750E+0 7.768498000E-03
1.500000000E+01 315 1.033792871E+00 1.035974017E+0 -2.181146000E-03 1.033792871E+00 1.035974017E+0 -2.181146000E-03
1.500000000E+01 320 1.007929669E+00 1.017698451E+0 -9.768782000E-03 1.007929669E+00 1.017698451E+0 -9.768782000E-03
1.500000000E+01 325 1.007189979E+00 1.008258916E+0 -1.068937000E-03 1.007189979E+00 1.008258916E+0 -1.068937000E-03
1.500000000E+01 330 1.008153893E+00 1.003807892E+0 4.346001000E-03 1.008153893E+00 1.003807892E+0 4.346001000E-03
1.500000000E+01 335 1.010357508E+00 1.001768859E+0 8.588649000E-03 1.010357508E+00 1.001768859E+0 8.588649000E-03
1.500000000E+01 340 1.017819021E+00 1.000834628E+0 1.698439300E-02 1.017819021E+00 1.000834628E+0 1.698439300E-02
1.524993176E+01 290 1.153679736E+00 1.147166732E+0 6.513004000E-03 1.153679736E+00 1.147166732E+0 6.513004000E-03
1.524993176E+01 295 1.149359290E+00 1.148689828E+0 6.694620000E-04 1.149359290E+00 1.148689828E+0 6.694620000E-04
1.524993176E+01 300 1.151946100E+00 1.148026799E+0 3.919301000E-03 1.151946100E+00 1.148026799E+0 3.919301000E-03
1.524993176E+01 305 1.141735087E+00 1.142366021E+0 -6.309340000E-04 1.141735087E+00 1.142366021E+0 -6.309340000E-04
1.524993176E+01 310 1.118156729E+00 1.127292025E+0 -9.135296000E-03 1.118156729E+00 1.127292025E+0 -9.135296000E-03
1.524993176E+01 315 1.105597236E+00 1.100112957E+0 5.484279000E-03 1.105597236E+00 1.100112957E+0 5.484279000E-03
1.524993176E+01 320 1.083155865E+00 1.066431482E+0 1.672438300E-02 1.083155865E+00 1.066431482E+0 1.672438300E-02
1.524993176E+01 325 1.022042904E+00 1.037650474E+0 -1.560757000E-02 1.022042904E+00 1.037650474E+0 -1.560757000E-02
1.524993176E+01 330 1.009596639E+00 1.019274097E+0 -9.677458000E-03 1.009596639E+00 1.019274097E+0 -9.677458000E-03
1.524993176E+01 335 1.006300441E+00 1.009421200E+0 -3.120759000E-03 1.006300441E+00 1.009421200E+0 -3.120759000E-03
1.524993176E+01 340 1.007194388E+00 1.004552544E+0 2.641844000E-03 1.007194388E+00 1.004552544E+0 2.641844000E-03
1.549996187E+01 290 1.159576573E+00 1.154780014E+0 4.796559000E-03 1.159576573E+00 1.154780014E+0 4.796559000E-03
1.549996187E+01 295 1.156304023E+00 1.157519736E+0 -1.215713000E-03 1.156304023E+00 1.157519736E+0 -1.215713000E-03
1.549996187E+01 300 1.161431919E+00 1.159792596E+0 1.639323000E-03 1.161431919E+00 1.159792596E+0 1.639323000E-03
1.549996187E+01 305 1.164895703E+00 1.160887776E+0 4.007927000E-03 1.164895703E+00 1.160887776E+0 4.007927000E-03
1.549996187E+01 310 1.164321301E+00 1.159214631E+0 5.106670000E-03 1.164321301E+00 1.159214631E+0 5.106670000E-03
1.549996187E+01 315 1.143124363E+00 1.151719391E+0 -8.595028000E-03 1.143124363E+00 1.151719391E+0 -8.595028000E-03
1.549996187E+01 320 1.128516439E+00 1.134237421E+0 -5.720982000E-03 1.128516439E+00 1.134237421E+0 -5.720982000E-03
1.549996187E+01 325 1.109965040E+00 1.105166058E+0 4.798982000E-03 1.109965040E+00 1.105166058E+0 4.798982000E-03
1.549996187E+01 330 1.084950398E+00 1.070720715E+0 1.422968300E-02 1.084950398E+00 1.070720715E+0 1.422968300E-02
1.549996187E+01 335 1.015437975E+00 1.041398124E+0 -2.596014900E-02 1.015437975E+00 1.041398124E+0 -2.596014900E-02
1.549996187E+01 340 1.006426461E+00 1.022127130E+0 -1.570066900E-02 1.006426461E+00 1.022127130E+0 -1.570066900E-02
1.574996808E+01 290 1.164764845E+00 1.162130112E+0 2.634733000E-03 1.164764845E+00 1.162130112E+0 2.634733000E-03
1.574996808E+01 295 1.168416029E+00 1.165233320E+0 3.182709000E-03 1.168416029E+00 1.165233320E+0 3.182709000E-03
1.574996808E+01 300 1.168095369E+00 1.168242524E+0 -1.471550000E-04 1.168095369E+00 1.168242524E+0 -1.471550000E-04
1.574996808E+01 305 1.173437835E+00 1.171001407E+0 2.436428000E-03 1.173437835E+00 1.171001407E+0 2.436428000E-03
1.574996808E+01 310 1.176395154E+00 1.173136339E+0 3.258815000E-03 1.176395154E+00 1.173136339E+0 3.258815000E-03
1.574996808E+01 315 1.176100931E+00 1.173801043E+0 2.299888000E-03 1.176100931E+00 1.173801043E+0 2.299888000E-03
1.574996808E+01 320 1.166176702E+00 1.171237222E+0 -5.060520000E-03 1.166176702E+00 1.171237222E+0 -5.060520000E-03
1.574996808E+01 325 1.156788216E+00 1.162343391E+0 -5.555175000E-03 1.156788216E+00 1.162343391E+0 -5.555175000E-03
1.574996808E+01 330 1.137089567E+00 1.143320971E+0 -6.231404000E-03 1.137089567E+00 1.143320971E+0 -6.231404000E-03
1.574996808E+01 335 1.117222618E+00 1.113201488E+0 4.021130000E-03 1.117222618E+00 1.113201488E+0 4.021130000E-03
1.574996808E+01 340 1.102870719E+00 1.078036893E+0 2.483382600E-02 1.102870719E+00 1.078036893E+0 2.483382600E-02
1.600000000E+01 290 1.169466141E+00 1.169600581E+0 -1.344400000E-04 1.169466141E+00 1.169600581E+0 -1.344400000E-04
1.600000000E+01 295 1.176584684E+00 1.172895695E+0 3.688989000E-03 1.176584684E+00 1.172895695E+0 3.688989000E-03
1.600000000E+01 300 1.174032229E+00 1.176176086E+0 -2.143857000E-03 1.174032229E+00 1.176176086E+0 -2.143857000E-03
1.600000000E+01 305 1.180418445E+00 1.179407376E+0 1.011069000E-03 1.180418445E+00 1.179407376E+0 1.011069000E-03
1.600000000E+01 310 1.181841063E+00 1.182506423E+0 -6.653600000E-04 1.181841063E+00 1.182506423E+0 -6.653600000E-04
1.600000000E+01 315 1.182380575E+00 1.185278752E+0 -2.898177000E-03 1.182380575E+00 1.185278752E+0 -2.898177000E-03
1.600000000E+01 320 1.186529101E+00 1.187287148E+0 -7.580470000E-04 1.186529101E+00 1.187287148E+0 -7.580470000E-04
1.600000000E+01 325 1.188879694E+00 1.187600648E+0 1.279046000E-03 1.188879694E+00 1.187600648E+0 1.279046000E-03
1.600000000E+01 330 1.179407327E+00 1.184404261E+0 -4.996934000E-03 1.179407327E+00 1.184404261E+0 -4.996934000E-03
1.600000000E+01 335 1.164171149E+00 1.174698975E+0 -1.052782600E-02 1.164171149E+00 1.174698975E+0 -1.052782600E-02
1.600000000E+01 340 1.151821370E+00 1.155038136E+0 -3.216766000E-03 1.151821370E+00 1.155038136E+0 -3.216766000E-03
1.624993176E+01 290 1.173894512E+00 1.177266418E+0 -3.371906000E-03 1.173894512E+00 1.177266418E+0 -3.371906000E-03
1.624993176E+01 295 1.181572616E+00 1.180721024E+0 8.515920000E-04 1.181572616E+00 1.180721024E+0 8.515920000E-04
1.624993176E+01 300 1.186480171E+00 1.184178314E+0 2.301857000E-03 1.186480171E+00 1.184178314E+0 2.301857000E-03
1.624993176E+01 305 1.186566795E+00 1.187630478E+0 -1.063683000E-03 1.186566795E+00 1.187630478E+0 -1.063683000E-03
1.624993176E+01 310 1.189055495E+00 1.191058698E+0 -2.003203000E-03 1.189055495E+00 1.191058698E+0 -2.003203000E-03
1.624993176E+01 315 1.192214681E+00 1.194418776E+0 -2.204095000E-03 1.192214681E+00 1.194418776E+0 -2.204095000E-03
1.624993176E+01 320 1.195821210E+00 1.197609829E+0 -1.788619000E-03 1.195821210E+00 1.197609829E+0 -1.788619000E-03
1.624993176E+01 325 1.200305798E+00 1.200408792E+0 -1.029940000E-04 1.200305798E+00 1.200408792E+0 -1.029940000E-04
1.624993176E+01 330 1.203448852E+00 1.202341055E+0 1.107797000E-03 1.203448852E+00 1.202341055E+0 1.107797000E-03
1.624993176E+01 335 1.204815328E+00 1.202449310E+0 2.366018000E-03 1.204815328E+00 1.202449310E+0 2.366018000E-03
1.624993176E+01 340 1.192129193E+00 1.198962092E+0 -6.832899000E-03 1.192129193E+00 1.198962092E+0 -6.832899000E-03
