d Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.500000000E+01 1.196269887E+00 1.198253780E+00 -1.983893000E-03 1.195817079E+00 1.196909161E+00 -1.092082000E-03 4.528080000E-04 1.344619000E-03
150 1.549996187E+01 1.227154011E+00 1.205265485E+00 2.188852600E-02 1.225394317E+00 1.202806585E+00 2.258773200E-02 1.759694000E-03 2.458900000E-03
150 1.600000000E+01 1.250712920E+00 1.216417374E+00 3.429554600E-02 1.244745071E+00 1.212980049E+00 3.176502200E-02 5.967849000E-03 3.437325000E-03
150 1.649996187E+01 1.279729546E+00 1.216507108E+00 6.322243800E-02 1.262192137E+00 1.212217895E+00 4.997424200E-02 1.753740900E-02 4.289213000E-03
150 1.700000000E+01 1.319420837E+00 1.235945154E+00 8.347568300E-02 1.278500387E+00 1.229923321E+00 4.857706600E-02 4.092045000E-02 6.021833000E-03
180 1.500000000E+01 1.192665532E+00 1.194935041E+00 -2.269509000E-03 1.192292775E+00 1.193864146E+00 -1.571371000E-03 3.727570000E-04 1.070895000E-03
180 1.549996187E+01 1.222993708E+00 1.201948221E+00 2.104548700E-02 1.221556285E+00 1.199948734E+00 2.160755100E-02 1.437423000E-03 1.999487000E-03
180 1.600000000E+01 1.247331885E+00 1.213466719E+00 3.386516600E-02 1.242367026E+00 1.210586107E+00 3.178091900E-02 4.964859000E-03 2.880612000E-03
180 1.649996187E+01 1.275358377E+00 1.213985912E+00 6.137246500E-02 1.259966471E+00 1.210152635E+00 4.981383600E-02 1.539190600E-02 3.833277000E-03
180 1.700000000E+01 1.314302326E+00 1.233735487E+00 8.056683900E-02 1.276297385E+00 1.227989891E+00 4.830749400E-02 3.800494100E-02 5.745596000E-03
210 1.500000000E+01 1.188894863E+00 1.192076939E+00 -3.182076000E-03 1.188573799E+00 1.191188923E+00 -2.615124000E-03 3.210640000E-04 8.880160000E-04
210 1.549996187E+01 1.220852326E+00 1.198866118E+00 2.198620800E-02 1.219627372E+00 1.197196661E+00 2.243071100E-02 1.224954000E-03 1.669457000E-03
210 1.600000000E+01 1.244370941E+00 1.210980243E+00 3.339069800E-02 1.240093853E+00 1.208468171E+00 3.162568200E-02 4.277088000E-03 2.512072000E-03
210 1.649996187E+01 1.272193803E+00 1.211827656E+00 6.036614700E-02 1.258385760E+00 1.208289412E+00 5.009634800E-02 1.380804300E-02 3.538244000E-03
210 1.700000000E+01 1.309956699E+00 1.232859114E+00 7.709758500E-02 1.274108931E+00 1.227276060E+00 4.683287100E-02 3.584776800E-02 5.583054000E-03
240 1.500000000E+01 1.185319076E+00 1.189842747E+00 -4.523671000E-03 1.185033510E+00 1.189083331E+00 -4.049821000E-03 2.855660000E-04 7.594160000E-04
240 1.549996187E+01 1.218780972E+00 1.196659007E+00 2.212196500E-02 1.217703536E+00 1.195211148E+00 2.249238800E-02 1.077436000E-03 1.447859000E-03
240 1.600000000E+01 1.240739630E+00 1.208420574E+00 3.231905600E-02 1.236958722E+00 1.206169474E+00 3.078924800E-02 3.780908000E-03 2.251100000E-03
240 1.649996187E+01 1.269437471E+00 1.210249892E+00 5.918757900E-02 1.256817374E+00 1.206910417E+00 4.990695700E-02 1.262009700E-02 3.339475000E-03
240 1.700000000E+01 1.307669130E+00 1.231890274E+00 7.577885600E-02 1.273512967E+00 1.226415583E+00 4.709738400E-02 3.415616300E-02 5.474691000E-03
