d Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.500000000E+01 1.196747335E+00 1.198352289E+00 -1.604954000E-03 1.196533089E+00 1.197708833E+00 -1.175744000E-03 2.142460000E-04 6.434560000E-04
150 1.524993176E+01 1.215222413E+00 1.202200088E+00 1.302232500E-02 1.214781648E+00 1.201300630E+00 1.348101800E-02 4.407650000E-04 8.994580000E-04
150 1.549996187E+01 1.227398921E+00 1.205456027E+00 2.194289400E-02 1.226544849E+00 1.204251363E+00 2.229348600E-02 8.540720000E-04 1.204664000E-03
150 1.574996808E+01 1.238912965E+00 1.212177604E+00 2.673536100E-02 1.237280808E+00 1.210663274E+00 2.661753400E-02 1.632157000E-03 1.514330000E-03
150 1.600000000E+01 1.251039646E+00 1.216846333E+00 3.419331300E-02 1.247951197E+00 1.215114515E+00 3.283668200E-02 3.088449000E-03 1.731818000E-03
150 1.624993176E+01 1.264421495E+00 1.217298825E+00 4.712267000E-02 1.258680912E+00 1.215361884E+00 4.331902800E-02 5.740583000E-03 1.936941000E-03
150 1.649996187E+01 1.280232592E+00 1.217664574E+00 6.256801800E-02 1.269887817E+00 1.215432884E+00 5.445493300E-02 1.034477500E-02 2.231690000E-03
150 1.674996808E+01 1.298692400E+00 1.224302967E+00 7.438943300E-02 1.280895478E+00 1.221666280E+00 5.922919800E-02 1.779692200E-02 2.636687000E-03
150 1.700000000E+01 1.320178208E+00 1.239042249E+00 8.113595900E-02 1.291341219E+00 1.235799273E+00 5.554194600E-02 2.883698900E-02 3.242976000E-03
180 1.500000000E+01 1.193413645E+00 1.195113469E+00 -1.699824000E-03 1.193237229E+00 1.194598524E+00 -1.361295000E-03 1.764160000E-04 5.149450000E-04
180 1.524993176E+01 1.211591992E+00 1.198779340E+00 1.281265200E-02 1.211230738E+00 1.198061483E+00 1.316925500E-02 3.612540000E-04 7.178570000E-04
180 1.549996187E+01 1.223333593E+00 1.202217804E+00 2.111578900E-02 1.222637416E+00 1.201237827E+00 2.139958900E-02 6.961770000E-04 9.799770000E-04
180 1.574996808E+01 1.235844239E+00 1.209152751E+00 2.669148800E-02 1.234511150E+00 1.207907779E+00 2.660337100E-02 1.333089000E-03 1.244972000E-03
180 1.600000000E+01 1.247769389E+00 1.214041942E+00 3.372744700E-02 1.245218326E+00 1.212596171E+00 3.262215500E-02 2.551063000E-03 1.445771000E-03
180 1.624993176E+01 1.261041127E+00 1.214752949E+00 4.628817800E-02 1.256197114E+00 1.213085507E+00 4.311160700E-02 4.844013000E-03 1.667442000E-03
