N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.189721431E+00 1.189748709E+00 1.189788613E+00 1.189846897E+00 1.189931901E+00 1.190055512E+00 1.190234545E+00 1.190492358E+00 1.190860671E+00 1.191381206E+00 1.192106518E+00 1.193106045E+00 1.194431950E+00 1.196160792E+00 1.198349429E+00 1.201027553E+00 1.204193795E+00 1.207816712E+00 1.211824613E+00
1.600000000E+01 1.210495227E+00 1.210611341E+00 1.210779746E+00 1.211022821E+00 1.211371188E+00 1.211874464E+00 1.212567890E+00 1.213521971E+00 1.214808669E+00 1.216482022E+00 1.218599904E+00 1.221199291E+00 1.224272513E+00 1.227799786E+00 1.231739839E+00 1.236060322E+00 1.240709998E+00 1.245690415E+00 1.250963498E+00
1.700000000E+01 1.230433037E+00 1.231541323E+00 1.233003999E+00 1.234847435E+00 1.237097383E+00 1.239709788E+00 1.242656607E+00 1.245873983E+00 1.249333516E+00 1.252997996E+00 1.256900600E+00 1.261045493E+00 1.265468583E+00 1.270197189E+00 1.275255446E+00 1.280651015E+00 1.286346713E+00 1.292372486E+00 1.298633733E+00
1.549996187E+01 1.198501856E+00 1.198550382E+00 1.198621255E+00 1.198724599E+00 1.198874876E+00 1.199092540E+00 1.199405969E+00 1.199853625E+00 1.200485796E+00 1.201365085E+00 1.202564136E+00 1.204159323E+00 1.206219906E+00 1.208794435E+00 1.211897739E+00 1.215505933E+00 1.219579714E+00 1.224048796E+00 1.228858085E+00
1.649996187E+01 1.211750996E+00 1.212110676E+00 1.212618578E+00 1.213324853E+00 1.214287168E+00 1.215565062E+00 1.217210658E+00 1.219258527E+00 1.221719060E+00 1.224579387E+00 1.227811666E+00 1.231385015E+00 1.235276453E+00 1.239476587E+00 1.243987530E+00 1.248815101E+00 1.253960772E+00 1.259419770E+00 1.265179672E+00
1.674996808E+01 1.217044823E+00 1.217700038E+00 1.218604954E+00 1.219808222E+00 1.221364398E+00 1.223312011E+00 1.225654039E+00 1.228394064E+00 1.231452858E+00 1.234812142E+00 1.238440680E+00 1.242336454E+00 1.246505900E+00 1.250996052E+00 1.255771332E+00 1.260879665E+00 1.266358606E+00 1.272125971E+00 1.278196386E+00
1.624993176E+01 1.211664413E+00 1.211865056E+00 1.212153334E+00 1.212563865E+00 1.213141350E+00 1.213940312E+00 1.215022247E+00 1.216449136E+00 1.218274082E+00 1.220542510E+00 1.223241559E+00 1.226374447E+00 1.229898284E+00 1.233785278E+00 1.238009097E+00 1.242559194E+00 1.247425406E+00 1.252603479E+00 1.258076222E+00
1.574996808E+01 1.204780122E+00 1.204853428E+00 1.204965244E+00 1.205121764E+00 1.205349389E+00 1.205673966E+00 1.206135914E+00 1.206787177E+00 1.207686539E+00 1.208906437E+00 1.210519617E+00 1.212586806E+00 1.215155688E+00 1.218236846E+00 1.221819895E+00 1.225841344E+00 1.230267351E+00 1.235018532E+00 1.240089098E+00
1.524993176E+01 1.194517503E+00 1.194551983E+00 1.194602404E+00 1.194676045E+00 1.194783416E+00 1.194939480E+00 1.195165388E+00 1.195490376E+00 1.195963240E+00 1.196617247E+00 1.197529711E+00 1.198762223E+00 1.200392909E+00 1.202489971E+00 1.205099068E+00 1.208220898E+00 1.211829163E+00 1.215877839E+00 1.220285813E+00
