Fe B nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 1.700000000E+01 1.200510170E+00 1.199960763E+0 5.494070000E-04 1.200510170E+00 1.199960763E+0 5.494070000E-04
1.016672606E+01 1.700000000E+01 1.200513313E+00 1.201241364E+0 -7.280510000E-04 1.200513313E+00 1.201241364E+0 -7.280510000E-04
1.033324570E+01 1.700000000E+01 1.200517431E+00 1.202507575E+0 -1.990144000E-03 1.200517431E+00 1.202507575E+0 -1.990144000E-03
1.049996187E+01 1.700000000E+01 1.200523107E+00 1.203762792E+0 -3.239685000E-03 1.200523107E+00 1.203762792E+0 -3.239685000E-03
1.066670514E+01 1.700000000E+01 1.200531131E+00 1.205006033E+0 -4.474902000E-03 1.200531131E+00 1.205006033E+0 -4.474902000E-03
1.083333839E+01 1.700000000E+01 1.200542576E+00 1.206236591E+0 -5.694015000E-03 1.200542576E+00 1.206236591E+0 -5.694015000E-03
1.100000000E+01 1.700000000E+01 1.200558916E+00 1.207455789E+0 -6.896873000E-03 1.200558916E+00 1.207455789E+0 -6.896873000E-03
1.116672606E+01 1.700000000E+01 1.200582065E+00 1.208664164E+0 -8.082099000E-03 1.200582065E+00 1.208664164E+0 -8.082099000E-03
1.133324570E+01 1.700000000E+01 1.200614473E+00 1.209860037E+0 -9.245564000E-03 1.200614473E+00 1.209860037E+0 -9.245564000E-03
1.149996187E+01 1.700000000E+01 1.200658986E+00 1.211046563E+0 -1.038757700E-02 1.200658986E+00 1.211046563E+0 -1.038757700E-02
1.166670514E+01 1.700000000E+01 1.200718539E+00 1.212222766E+0 -1.150422700E-02 1.200718539E+00 1.212222766E+0 -1.150422700E-02
1.183333839E+01 1.700000000E+01 1.201413439E+00 1.213387927E+0 -1.197448800E-02 1.201413439E+00 1.213387927E+0 -1.197448800E-02
1.200000000E+01 1.700000000E+01 1.212006417E+00 1.214543254E+0 -2.536837000E-03 1.212006417E+00 1.214543254E+0 -2.536837000E-03
1.216672606E+01 1.700000000E+01 1.216130811E+00 1.215689213E+0 4.415980000E-04 1.216130811E+00 1.215689213E+0 4.415980000E-04
1.233324570E+01 1.700000000E+01 1.224842740E+00 1.216824170E+0 8.018570000E-03 1.224842740E+00 1.216824170E+0 8.018570000E-03
1.249996187E+01 1.700000000E+01 1.225056135E+00 1.217951080E+0 7.105055000E-03 1.225056135E+00 1.217951080E+0 7.105055000E-03
1.266670514E+01 1.700000000E+01 1.225220686E+00 1.219068982E+0 6.151704000E-03 1.225220686E+00 1.219068982E+0 6.151704000E-03
1.283333839E+01 1.700000000E+01 1.237403452E+00 1.220177157E+0 1.722629500E-02 1.237403452E+00 1.220177157E+0 1.722629500E-02
1.300000000E+01 1.700000000E+01 1.237533822E+00 1.221276719E+0 1.625710300E-02 1.237533822E+00 1.221276719E+0 1.625710300E-02
