Fe B nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 1.700000000E+01 1.218392723E+00 1.217198759E+0 1.193964000E-03 1.218392723E+00 1.217198759E+0 1.193964000E-03
1.016672606E+01 1.700000000E+01 1.218404209E+00 1.218589757E+0 -1.855480000E-04 1.218404209E+00 1.218589757E+0 -1.855480000E-04
1.033324570E+01 1.700000000E+01 1.218420958E+00 1.219965124E+0 -1.544166000E-03 1.218420958E+00 1.219965124E+0 -1.544166000E-03
1.049996187E+01 1.700000000E+01 1.218445165E+00 1.221328550E+0 -2.883385000E-03 1.218445165E+00 1.221328550E+0 -2.883385000E-03
1.066670514E+01 1.700000000E+01 1.218480396E+00 1.222678967E+0 -4.198571000E-03 1.218480396E+00 1.222678967E+0 -4.198571000E-03
1.083333839E+01 1.700000000E+01 1.218531212E+00 1.224015608E+0 -5.484396000E-03 1.218531212E+00 1.224015608E+0 -5.484396000E-03
1.100000000E+01 1.700000000E+01 1.218603669E+00 1.225339909E+0 -6.736240000E-03 1.218603669E+00 1.225339909E+0 -6.736240000E-03
1.116672606E+01 1.700000000E+01 1.218706520E+00 1.226652454E+0 -7.945934000E-03 1.218706520E+00 1.226652454E+0 -7.945934000E-03
1.133324570E+01 1.700000000E+01 1.218849584E+00 1.227951420E+0 -9.101836000E-03 1.218849584E+00 1.227951420E+0 -9.101836000E-03
1.149996187E+01 1.700000000E+01 1.220138398E+00 1.229240233E+0 -9.101835000E-03 1.220138398E+00 1.229240233E+0 -9.101835000E-03
1.166670514E+01 1.700000000E+01 1.223046344E+00 1.230517832E+0 -7.471488000E-03 1.223046344E+00 1.230517832E+0 -7.471488000E-03
1.183333839E+01 1.700000000E+01 1.225166924E+00 1.231783438E+0 -6.616514000E-03 1.225166924E+00 1.231783438E+0 -6.616514000E-03
1.200000000E+01 1.700000000E+01 1.225589823E+00 1.233038362E+0 -7.448539000E-03 1.225589823E+00 1.233038362E+0 -7.448539000E-03
1.216672606E+01 1.700000000E+01 1.232302470E+00 1.234283110E+0 -1.980640000E-03 1.232302470E+00 1.234283110E+0 -1.980640000E-03
1.233324570E+01 1.700000000E+01 1.236937982E+00 1.235515908E+0 1.422074000E-03 1.236937982E+00 1.235515908E+0 1.422074000E-03
1.249996187E+01 1.700000000E+01 1.237581464E+00 1.236739966E+0 8.414980000E-04 1.237581464E+00 1.236739966E+0 8.414980000E-04
1.266670514E+01 1.700000000E+01 1.238185078E+00 1.237954239E+0 2.308390000E-04 1.238185078E+00 1.237954239E+0 2.308390000E-04
1.283333839E+01 1.700000000E+01 1.238655620E+00 1.239157946E+0 -5.023260000E-04 1.238655620E+00 1.239157946E+0 -5.023260000E-04
1.300000000E+01 1.700000000E+01 1.247699400E+00 1.240352298E+0 7.347102000E-03 1.247699400E+00 1.240352298E+0 7.347102000E-03
