Fe B nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 1.700000000E+01 1.226679164E+00 1.220646359E+0 6.032805000E-03 1.226679164E+00 1.220646359E+0 6.032805000E-03
1.016672606E+01 1.700000000E+01 1.226739363E+00 1.222059436E+0 4.679927000E-03 1.226739363E+00 1.222059436E+0 4.679927000E-03
1.033324570E+01 1.700000000E+01 1.226762122E+00 1.223456634E+0 3.305488000E-03 1.226762122E+00 1.223456634E+0 3.305488000E-03
1.049996187E+01 1.700000000E+01 1.226795333E+00 1.224841701E+0 1.953632000E-03 1.226795333E+00 1.224841701E+0 1.953632000E-03
1.066670514E+01 1.700000000E+01 1.226843533E+00 1.226213554E+0 6.299790000E-04 1.226843533E+00 1.226213554E+0 6.299790000E-04
1.083333839E+01 1.700000000E+01 1.226912980E+00 1.227571411E+0 -6.584310000E-04 1.226912980E+00 1.227571411E+0 -6.584310000E-04
1.100000000E+01 1.700000000E+01 1.227012309E+00 1.228916733E+0 -1.904424000E-03 1.227012309E+00 1.228916733E+0 -1.904424000E-03
1.116672606E+01 1.700000000E+01 1.227152706E+00 1.230250112E+0 -3.097406000E-03 1.227152706E+00 1.230250112E+0 -3.097406000E-03
1.133324570E+01 1.700000000E+01 1.227348062E+00 1.231569696E+0 -4.221634000E-03 1.227348062E+00 1.231569696E+0 -4.221634000E-03
1.149996187E+01 1.700000000E+01 1.227613743E+00 1.232878967E+0 -5.265224000E-03 1.227613743E+00 1.232878967E+0 -5.265224000E-03
1.166670514E+01 1.700000000E+01 1.227964533E+00 1.234176845E+0 -6.212312000E-03 1.227964533E+00 1.234176845E+0 -6.212312000E-03
1.183333839E+01 1.700000000E+01 1.228409865E+00 1.235462540E+0 -7.052675000E-03 1.228409865E+00 1.235462540E+0 -7.052675000E-03
1.200000000E+01 1.700000000E+01 1.228948175E+00 1.236737384E+0 -7.789209000E-03 1.228948175E+00 1.236737384E+0 -7.789209000E-03
1.216672606E+01 1.700000000E+01 1.229566421E+00 1.238001890E+0 -8.435469000E-03 1.229566421E+00 1.238001890E+0 -8.435469000E-03
1.233324570E+01 1.700000000E+01 1.235820644E+00 1.239254256E+0 -3.433612000E-03 1.235820644E+00 1.239254256E+0 -3.433612000E-03
1.249996187E+01 1.700000000E+01 1.241534267E+00 1.240497744E+0 1.036523000E-03 1.241534267E+00 1.240497744E+0 1.036523000E-03
1.266670514E+01 1.700000000E+01 1.247598250E+00 1.241731290E+0 5.866960000E-03 1.247598250E+00 1.241731290E+0 5.866960000E-03
1.283333839E+01 1.700000000E+01 1.248219891E+00 1.242954104E+0 5.265787000E-03 1.248219891E+00 1.242954104E+0 5.265787000E-03
1.300000000E+01 1.700000000E+01 1.248776571E+00 1.244167414E+0 4.609157000E-03 1.248776571E+00 1.244167414E+0 4.609157000E-03
