Fe B nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 1.700000000E+01 1.229946191E+00 1.224093958E+0 5.852233000E-03 1.229946191E+00 1.224093958E+0 5.852233000E-03
1.016672606E+01 1.700000000E+01 1.229966566E+00 1.225529115E+0 4.437451000E-03 1.229966566E+00 1.225529115E+0 4.437451000E-03
1.033324570E+01 1.700000000E+01 1.229996484E+00 1.226948144E+0 3.048340000E-03 1.229996484E+00 1.226948144E+0 3.048340000E-03
1.049996187E+01 1.700000000E+01 1.230039864E+00 1.228354853E+0 1.685011000E-03 1.230039864E+00 1.228354853E+0 1.685011000E-03
1.066670514E+01 1.700000000E+01 1.230102715E+00 1.229748141E+0 3.545740000E-04 1.230102715E+00 1.229748141E+0 3.545740000E-04
1.083333839E+01 1.700000000E+01 1.230193375E+00 1.231127214E+0 -9.338390000E-04 1.230193375E+00 1.231127214E+0 -9.338390000E-04
1.100000000E+01 1.700000000E+01 1.230322802E+00 1.232493557E+0 -2.170755000E-03 1.230322802E+00 1.232493557E+0 -2.170755000E-03
1.116672606E+01 1.700000000E+01 1.230505735E+00 1.233847770E+0 -3.342035000E-03 1.230505735E+00 1.233847770E+0 -3.342035000E-03
1.133324570E+01 1.700000000E+01 1.230760057E+00 1.235187973E+0 -4.427916000E-03 1.230760057E+00 1.235187973E+0 -4.427916000E-03
1.149996187E+01 1.700000000E+01 1.231105478E+00 1.236517700E+0 -5.412222000E-03 1.231105478E+00 1.236517700E+0 -5.412222000E-03
1.166670514E+01 1.700000000E+01 1.231560638E+00 1.237835859E+0 -6.275221000E-03 1.231560638E+00 1.237835859E+0 -6.275221000E-03
1.183333839E+01 1.700000000E+01 1.232893614E+00 1.239141642E+0 -6.248028000E-03 1.232893614E+00 1.239141642E+0 -6.248028000E-03
1.200000000E+01 1.700000000E+01 1.237476768E+00 1.240436405E+0 -2.959637000E-03 1.237476768E+00 1.240436405E+0 -2.959637000E-03
1.216672606E+01 1.700000000E+01 1.238315678E+00 1.241720669E+0 -3.404991000E-03 1.238315678E+00 1.241720669E+0 -3.404991000E-03
1.233324570E+01 1.700000000E+01 1.239285389E+00 1.242992604E+0 -3.707215000E-03 1.239285389E+00 1.242992604E+0 -3.707215000E-03
1.249996187E+01 1.700000000E+01 1.240100925E+00 1.244255521E+0 -4.154596000E-03 1.240100925E+00 1.244255521E+0 -4.154596000E-03
1.266670514E+01 1.700000000E+01 1.246540726E+00 1.245508342E+0 1.032384000E-03 1.246540726E+00 1.245508342E+0 1.032384000E-03
1.283333839E+01 1.700000000E+01 1.257494834E+00 1.246750262E+0 1.074457200E-02 1.257494834E+00 1.246750262E+0 1.074457200E-02
1.300000000E+01 1.700000000E+01 1.258210669E+00 1.247982529E+0 1.022814000E-02 1.258210669E+00 1.247982529E+0 1.022814000E-02
