Fe B nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 1.700000000E+01 1.244179320E+00 1.234436756E+0 9.742564000E-03 1.244179320E+00 1.234436756E+0 9.742564000E-03
1.016672606E+01 1.700000000E+01 1.244247012E+00 1.235938151E+0 8.308861000E-03 1.244247012E+00 1.235938151E+0 8.308861000E-03
1.033324570E+01 1.700000000E+01 1.244346210E+00 1.237422674E+0 6.923536000E-03 1.244346210E+00 1.237422674E+0 6.923536000E-03
1.049996187E+01 1.700000000E+01 1.244491517E+00 1.238894308E+0 5.597209000E-03 1.244491517E+00 1.238894308E+0 5.597209000E-03
1.066670514E+01 1.700000000E+01 1.244704151E+00 1.240351901E+0 4.352250000E-03 1.244704151E+00 1.240351901E+0 4.352250000E-03
1.083333839E+01 1.700000000E+01 1.245014845E+00 1.241794624E+0 3.220221000E-03 1.245014845E+00 1.241794624E+0 3.220221000E-03
1.100000000E+01 1.700000000E+01 1.245467885E+00 1.243224029E+0 2.243856000E-03 1.245467885E+00 1.243224029E+0 2.243856000E-03
1.116672606E+01 1.700000000E+01 1.246126530E+00 1.244640744E+0 1.485786000E-03 1.246126530E+00 1.244640744E+0 1.485786000E-03
1.133324570E+01 1.700000000E+01 1.247079976E+00 1.246042802E+0 1.037174000E-03 1.247079976E+00 1.246042802E+0 1.037174000E-03
1.149996187E+01 1.700000000E+01 1.248451768E+00 1.247433902E+0 1.017866000E-03 1.248451768E+00 1.247433902E+0 1.017866000E-03
1.166670514E+01 1.700000000E+01 1.250408649E+00 1.248812898E+0 1.595751000E-03 1.250408649E+00 1.248812898E+0 1.595751000E-03
1.183333839E+01 1.700000000E+01 1.253167722E+00 1.250178949E+0 2.988773000E-03 1.253167722E+00 1.250178949E+0 2.988773000E-03
1.200000000E+01 1.700000000E+01 1.255847733E+00 1.251533470E+0 4.314263000E-03 1.255847733E+00 1.251533470E+0 4.314263000E-03
1.216672606E+01 1.700000000E+01 1.257771284E+00 1.252877008E+0 4.894276000E-03 1.257771284E+00 1.252877008E+0 4.894276000E-03
1.233324570E+01 1.700000000E+01 1.259629034E+00 1.254207647E+0 5.421387000E-03 1.259629034E+00 1.254207647E+0 5.421387000E-03
1.249996187E+01 1.700000000E+01 1.261474630E+00 1.255528853E+0 5.945777000E-03 1.261474630E+00 1.255528853E+0 5.945777000E-03
1.266670514E+01 1.700000000E+01 1.263055536E+00 1.256839496E+0 6.216040000E-03 1.263055536E+00 1.256839496E+0 6.216040000E-03
1.283333839E+01 1.700000000E+01 1.266973691E+00 1.258138735E+0 8.834956000E-03 1.266973691E+00 1.258138735E+0 8.834956000E-03
1.300000000E+01 1.700000000E+01 1.271114845E+00 1.259427877E+0 1.168696800E-02 1.271114845E+00 1.259427877E+0 1.168696800E-02
