N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 3.162E+15 325 3.800E-4 3.830001E+1 1.687330E+1 5.528210E-1 7.969220E+1
1.468000E+10 3.162E+15 325 3.800E-4 3.826863E+1 1.682700E+1 5.518990E-1 7.967190E+1
2.154000E+10 3.162E+15 325 3.800E-4 3.822324E+1 1.676160E+1 5.506100E-1 7.964240E+1
3.162000E+10 3.162E+15 325 3.800E-4 3.815804E+1 1.666420E+1 5.488120E-1 7.957480E+1
4.642000E+10 3.162E+15 325 3.800E-4 3.806529E+1 1.654120E+1 5.464020E-1 7.952880E+1
6.813000E+10 3.162E+15 325 3.800E-4 3.793509E+1 1.637870E+1 5.433100E-1 7.946760E+1
1.000000E+11 3.162E+15 325 3.800E-4 3.775573E+1 1.616300E+1 5.394710E-1 7.935430E+1
1.468000E+11 3.162E+15 325 3.800E-4 3.751477E+1 1.590330E+1 5.348530E-1 7.925960E+1
2.154000E+11 3.162E+15 325 3.800E-4 3.720150E+1 1.559500E+1 5.296770E-1 7.914330E+1
3.162000E+11 3.162E+15 325 3.800E-4 3.681040E+1 1.523510E+1 5.240290E-1 7.898040E+1
4.642000E+11 3.162E+15 325 3.800E-4 3.634440E+1 1.484810E+1 5.182240E-1 7.883420E+1
6.813000E+11 3.162E+15 325 3.800E-4 3.581572E+1 1.443250E+1 5.124210E-1 7.863980E+1
1.000000E+12 3.162E+15 325 3.800E-4 3.524219E+1 1.400770E+1 5.067340E-1 7.843780E+1
1.468000E+12 3.162E+15 325 3.800E-4 3.464051E+1 1.358770E+1 5.012380E-1 7.825620E+1
2.154000E+12 3.162E+15 325 3.800E-4 3.402021E+1 1.316290E+1 4.958120E-1 7.803640E+1
3.162000E+12 3.162E+15 325 3.800E-4 3.338227E+1 1.274450E+1 4.904630E-1 7.783940E+1
4.642000E+12 3.162E+15 325 3.800E-4 3.272216E+1 1.231650E+1 4.850130E-1 7.760500E+1
6.813000E+12 3.162E+15 325 3.800E-4 3.203408E+1 1.188880E+1 4.795110E-1 7.739780E+1
1.000000E+13 3.162E+15 325 3.800E-4 3.131363E+1 1.144730E+1 4.738500E-1 7.714890E+1
1.468000E+13 3.162E+15 325 3.800E-4 3.055830E+1 1.100430E+1 4.680840E-1 7.693260E+1
2.154000E+13 3.162E+15 325 3.800E-4 2.976708E+1 1.054740E+1 4.621950E-1 7.666250E+1
3.162000E+13 3.162E+15 325 3.800E-4 2.894004E+1 1.008970E+1 4.561680E-1 7.642840E+1
4.642000E+13 3.162E+15 325 3.800E-4 2.807822E+1 9.620200E+0 4.500600E-1 7.612800E+1
6.813000E+13 3.162E+15 325 3.800E-4 2.718366E+1 9.147000E+0 4.437840E-1 7.582220E+1
1.000000E+14 3.162E+15 325 3.800E-4 2.625942E+1 8.675000E+0 4.374080E-1 7.552610E+1
