T d154 d184 d214 d244
d 150 180 210 240
290 1.726252000E-03 1.402355000E-03 1.167029000E-03 1.011165000E-03
295 1.611309000E-03 1.335737000E-03 1.117122000E-03 9.788810000E-04
300 1.505022000E-03 1.251220000E-03 1.113990000E-03 9.729360000E-04
305 1.478867000E-03 1.259428000E-03 1.161594000E-03 1.013286000E-03
310 1.500515000E-03 1.311520000E-03 1.190314000E-03 1.106645000E-03
315 1.553535000E-03 1.394439000E-03 1.291568000E-03 1.217745000E-03
320 1.661144000E-03 1.522659000E-03 1.428313000E-03 1.359062000E-03
325 1.774048000E-03 1.643209000E-03 1.548348000E-03 1.477568000E-03
330 1.808685000E-03 1.667449000E-03 1.557559000E-03 1.466454000E-03
335 1.604277000E-03 1.420114000E-03 1.269175000E-03 1.135777000E-03
340 8.395220000E-04 5.831380000E-04 3.693580000E-04 1.851210000E-04
