X Y Yfit
9.0000000E-3 2.8330000E-6 2.7646459E-6
1.8900000E-2 6.1960000E-6 6.1076065E-6
2.9100000E-2 9.9800000E-6 9.9236755E-6
4.0300000E-2 1.4580000E-5 1.4606734E-5
5.0700000E-2 1.9280000E-5 1.9480059E-5
6.0400000E-2 2.4260000E-5 2.4541512E-5
7.0600000E-2 3.0010000E-5 3.0470441E-5
8.1100000E-2 3.6780000E-5 3.7307111E-5
9.0900000E-2 4.3790000E-5 4.4446085E-5
9.8900000E-2 5.0280000E-5 5.0880969E-5
1.0940000E-1 5.9740000E-5 6.0253826E-5
1.1950000E-1 7.0010000E-5 7.0382337E-5
1.2930000E-1 8.1310000E-5 8.1386441E-5
1.4070000E-1 9.6110000E-5 9.5837615E-5
1.5030000E-1 1.1010000E-4 1.0956211E-4
1.6080000E-1 1.2750000E-4 1.2641638E-4
1.7030000E-1 1.4500000E-4 1.4352995E-4
1.8080000E-1 1.6650000E-4 1.6476804E-4
1.8910000E-1 1.8510000E-4 1.8348485E-4
2.0000000E-1 2.1310000E-4 2.1097093E-4
2.0920000E-1 2.3920000E-4 2.3704023E-4
2.2080000E-1 2.7620000E-4 2.7414794E-4
2.2860000E-1 3.0370000E-4 3.0207067E-4
2.4020000E-1 3.5010000E-4 3.4858350E-4
2.5020000E-1 3.9460000E-4 3.9404743E-4
2.6000000E-1 4.4440000E-4 4.4405116E-4
2.6980000E-1 4.9960000E-4 5.0010803E-4
2.7910000E-1 5.5860000E-4 5.5957379E-4
2.9010000E-1 6.3650000E-4 6.3878049E-4
3.0130000E-1 7.2760000E-4 7.3062201E-4
3.1130000E-1 8.1960000E-4 8.2348186E-4
3.2090000E-1 9.1960000E-4 9.2355318E-4
3.3060000E-1 1.0330000E-3 1.0369435E-3
3.4070000E-1 1.1660000E-3 1.1698813E-3
3.4910000E-1 1.2880000E-3 1.2935284E-3
3.6050000E-1 1.4780000E-3 1.4831526E-3
3.7070000E-1 1.6730000E-3 1.6774444E-3
3.7870000E-1 1.8450000E-3 1.8487575E-3
3.9080000E-1 2.1430000E-3 2.1452100E-3
3.9930000E-1 2.3900000E-3 2.3852759E-3
4.0910000E-1 2.7020000E-3 2.7014473E-3
4.1970000E-1 3.1020000E-3 3.1012971E-3
4.2910000E-1 3.5220000E-3 3.5182800E-3
4.3900000E-1 4.0450000E-3 4.0371784E-3
4.4920000E-1 4.6940000E-3 4.6802834E-3
4.6000000E-1 5.5380000E-3 5.5162761E-3
4.6980000E-1 6.4700000E-3 6.4532881E-3
4.7950000E-1 7.6020000E-3 7.5951869E-3
4.8910000E-1 8.9860000E-3 8.9893644E-3
4.9890000E-1 1.0720000E-2 1.0747118E-2
5.1140000E-1 1.3570000E-2 1.3589980E-2
5.1910000E-1 1.5700000E-2 1.5732399E-2
5.2960000E-1 1.9160000E-2 1.9195129E-2
5.3900000E-1 2.2930000E-2 2.2862840E-2
