N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.113200000E-05 1.045400000E-05 1.004200000E-05 9.798000000E-06
1.600000000E+01 6.416900000E-05 6.358800000E-05 6.318400000E-05 6.299400000E-05
1.700000000E+01 2.708700000E-04 2.711010000E-04 2.704070000E-04 2.726550000E-04
1.549996187E+01 2.838300000E-05 2.744800000E-05 2.686700000E-05 2.657200000E-05
1.649996187E+01 1.357100000E-04 1.357430000E-04 1.356580000E-04 1.355630000E-04
1.674996808E+01 1.943960000E-04 1.945910000E-04 1.945990000E-04 1.943820000E-04
1.624993176E+01 9.303700000E-05 9.269100000E-05 9.252200000E-05 9.243800000E-05
1.574996808E+01 4.306000000E-05 4.217300000E-05 4.166300000E-05 4.149300000E-05
1.524993176E+01 1.766400000E-05 1.687700000E-05 1.639100000E-05 1.612600000E-05
