N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 2.479809000E-03 2.012688000E-03 1.702040000E-03 1.481575000E-03
1.600000000E+01 6.452013000E-03 5.603457000E-03 5.037938000E-03 4.636416000E-03
1.700000000E+01 1.269183600E-02 1.252901000E-02 1.250905200E-02 1.260467800E-02
1.549996187E+01 4.531880000E-03 3.752232000E-03 3.232434000E-03 2.858529000E-03
1.649996187E+01 8.447970000E-03 7.868074000E-03 7.510786000E-03 7.288652000E-03
1.674996808E+01 1.012489900E-02 9.754035000E-03 9.690366000E-03 9.457275000E-03
1.624993176E+01 7.279988000E-03 6.546215000E-03 6.063898000E-03 5.740803000E-03
1.574996808E+01 5.490644000E-03 4.644221000E-03 4.069140000E-03 3.669541000E-03
1.524993176E+01 3.383880000E-03 2.771347000E-03 2.363805000E-03 2.077420000E-03
