N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+17 340 2.400E-4 1.202189362E+00 1.343078990E+00
1.468000E+10 1.000E+17 340 2.400E-4 1.232622759E+00 1.343254473E+00
2.154000E+10 1.000E+17 340 2.400E-4 1.258149049E+00 1.343508008E+00
3.162000E+10 1.000E+17 340 2.400E-4 1.285617065E+00 1.343870990E+00
4.642000E+10 1.000E+17 340 2.400E-4 1.302679999E+00 1.344385220E+00
6.813000E+10 1.000E+17 340 2.400E-4 1.315885310E+00 1.345102826E+00
1.000000E+11 1.000E+17 340 2.400E-4 1.326000432E+00 1.346082964E+00
1.468000E+11 1.000E+17 340 2.400E-4 1.333820531E+00 1.347384062E+00
2.154000E+11 1.000E+17 340 2.400E-4 1.340040247E+00 1.349047536E+00
3.162000E+11 1.000E+17 340 2.400E-4 1.345192825E+00 1.351076682E+00
4.642000E+11 1.000E+17 340 2.400E-4 1.349633268E+00 1.353417232E+00
6.813000E+11 1.000E+17 340 2.400E-4 1.353553226E+00 1.355954153E+00
1.000000E+12 1.000E+17 340 2.400E-4 1.357587052E+00 1.359064599E+00
1.468000E+12 1.000E+17 340 2.400E-4 1.360494778E+00 1.361438187E+00
2.154000E+12 1.000E+17 340 2.400E-4 1.362893703E+00 1.363500930E+00
3.162000E+12 1.000E+17 340 2.400E-4 1.364946633E+00 1.365461021E+00
4.642000E+12 1.000E+17 340 2.400E-4 1.366420843E+00 1.366933748E+00
6.813000E+12 1.000E+17 340 2.400E-4 1.367891222E+00 1.368541826E+00
1.000000E+13 1.000E+17 340 2.400E-4 1.379681027E+00 1.379826193E+00
