fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
0UT1 10:33 303.6 38.19 1.000E+000 2.125E+000 1.675E-010 6.201E+004 2.454E+000 2.616E-006 1.093E-003 
0UT2 10:56 306.9 37.78 1.000E+000 2.215E+000 3.212E-010 5.572E+004 2.488E+000 3.375E-006 1.586E-003 
0UT3 11:12 309.1 37.51 1.000E+000 2.233E+000 4.499E-010 5.158E+004 2.478E+000 3.842E-006 1.886E-003 
0UT4 11:36 311.7 37.2 1.000E+000 2.239E+000 6.794E-010 4.675E+004 2.466E+000 4.541E-006 1.826E-003 
0UT5 11:58 313.6 36.97 1.000E+000 2.300E+000 9.414E-010 4.327E+004 2.489E+000 5.299E-006 1.120E-003 
0UT6 12:18 315.9 36.7 1.000E+000 2.246E+000 1.302E-009 3.909E+004 2.460E+000 5.926E-006 9.863E-004 
0UT7 12:43 318.3 36.43 1.000E+000 2.254E+000 1.844E-009 3.479E+004 2.464E+000 6.966E-006 1.535E-003 
0UT8 13:8 320.7 36.15 1.000E+000 2.200E+000 2.461E-009 3.054E+004 2.420E+000 7.767E-006 4.441E-003 
0UT9 13:27 323.7 35.82 1.000E+000 2.349E+000 4.016E-009 2.531E+004 2.460E+000 9.516E-006 8.683E-004 
UT10 13:48 326.1 35.55 1.000E+000 2.335E+000 5.609E-009 2.119E+004 2.446E+000 1.091E-005 1.243E-003 
UT11 14:6 328.3 35.32 1.000E+000 2.316E+000 7.360E-009 1.746E+004 2.389E+000 1.147E-005 9.807E-004 
UT12 14:24 331.1 35.02 1.000E+000 2.237E+000 9.915E-009 1.279E+004 2.338E+000 1.233E-005 1.510E-003 
